"Order ID","Ship Mode",delivery_days,z_score
CA-2015-142055,"First Class",2,-0.23
CA-2016-147123,"First Class",2,-0.23
CA-2016-110982,"First Class",2,-0.23
CA-2016-110982,"First Class",2,-0.23
CA-2015-103177,"First Class",2,-0.23
CA-2015-103177,"First Class",2,-0.23
CA-2015-103177,"First Class",2,-0.23
CA-2017-164098,"First Class",1,-1.53
CA-2017-169691,"First Class",3,1.06
CA-2017-169691,"First Class",3,1.06
CA-2017-169691,"First Class",3,1.06
CA-2014-132451,"First Class",1,-1.53
CA-2014-132451,"First Class",1,-1.53
CA-2014-146591,"First Class",1,-1.53
CA-2014-146591,"First Class",1,-1.53
CA-2014-146591,"First Class",1,-1.53
CA-2014-146591,"First Class",1,-1.53
CA-2014-103317,"First Class",3,1.06
CA-2014-103317,"First Class",3,1.06
CA-2014-103317,"First Class",3,1.06
CA-2014-136861,"First Class",2,-0.23
CA-2016-113096,"First Class",2,-0.23
CA-2016-153598,"First Class",3,1.06
CA-2016-153598,"First Class",3,1.06
CA-2015-110877,"First Class",3,1.06
CA-2015-110877,"First Class",3,1.06
CA-2016-153157,"First Class",3,1.06
CA-2017-132262,"First Class",2,-0.23
CA-2017-132262,"First Class",2,-0.23
CA-2014-125542,"First Class",2,-0.23
CA-2014-125542,"First Class",2,-0.23
CA-2017-147403,"First Class",3,1.06
CA-2017-100951,"First Class",1,-1.53
US-2016-101616,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
US-2017-162558,"First Class",3,1.06
CA-2017-131254,"First Class",2,-0.23
CA-2017-131254,"First Class",2,-0.23
CA-2017-131254,"First Class",2,-0.23
US-2014-166310,"First Class",2,-0.23
CA-2016-106656,"First Class",3,1.06
CA-2016-106656,"First Class",3,1.06
CA-2017-151218,"First Class",3,1.06
CA-2017-105991,"First Class",1,-1.53
CA-2017-105991,"First Class",1,-1.53
CA-2017-105991,"First Class",1,-1.53
US-2016-158309,"First Class",3,1.06
CA-2017-147452,"First Class",3,1.06
CA-2017-147452,"First Class",3,1.06
CA-2014-105165,"First Class",3,1.06
CA-2014-105165,"First Class",3,1.06
CA-2014-105165,"First Class",3,1.06
CA-2014-105165,"First Class",3,1.06
CA-2014-105165,"First Class",3,1.06
CA-2015-132318,"First Class",3,1.06
CA-2016-111143,"First Class",3,1.06
CA-2017-131037,"First Class",1,-1.53
CA-2017-163335,"First Class",3,1.06
CA-2017-163335,"First Class",3,1.06
CA-2017-108749,"First Class",3,1.06
CA-2017-108749,"First Class",3,1.06
CA-2016-148908,"First Class",3,1.06
CA-2015-107741,"First Class",2,-0.23
US-2015-124219,"First Class",1,-1.53
CA-2017-169929,"First Class",3,1.06
CA-2017-132213,"First Class",1,-1.53
CA-2017-132213,"First Class",1,-1.53
CA-2017-132738,"First Class",3,1.06
CA-2017-132738,"First Class",3,1.06
CA-2017-122196,"First Class",2,-0.23
CA-2015-162166,"First Class",3,1.06
CA-2015-162166,"First Class",3,1.06
CA-2015-136469,"First Class",1,-1.53
CA-2015-136469,"First Class",1,-1.53
CA-2015-136469,"First Class",1,-1.53
CA-2014-127558,"First Class",3,1.06
CA-2014-127558,"First Class",3,1.06
CA-2014-127558,"First Class",3,1.06
US-2017-139647,"First Class",2,-0.23
CA-2015-165050,"First Class",2,-0.23
CA-2015-165050,"First Class",2,-0.23
CA-2015-165050,"First Class",2,-0.23
US-2016-153815,"First Class",3,1.06
US-2016-153815,"First Class",3,1.06
US-2016-153815,"First Class",3,1.06
US-2016-153815,"First Class",3,1.06
CA-2014-156587,"First Class",1,-1.53
CA-2014-156587,"First Class",1,-1.53
CA-2014-156587,"First Class",1,-1.53
CA-2016-151372,"First Class",1,-1.53
CA-2016-151372,"First Class",1,-1.53
CA-2016-151372,"First Class",1,-1.53
US-2014-138828,"First Class",1,-1.53
US-2014-138828,"First Class",1,-1.53
CA-2017-126438,"First Class",3,1.06
US-2014-122021,"First Class",2,-0.23
US-2014-122021,"First Class",2,-0.23
US-2016-131891,"First Class",2,-0.23
US-2014-128685,"First Class",1,-1.53
US-2016-139388,"First Class",2,-0.23
CA-2017-106831,"First Class",2,-0.23
CA-2017-106831,"First Class",2,-0.23
CA-2017-106831,"First Class",2,-0.23
US-2017-136707,"First Class",3,1.06
CA-2016-111696,"First Class",2,-0.23
CA-2015-151589,"First Class",3,1.06
CA-2015-151589,"First Class",3,1.06
CA-2014-150301,"First Class",2,-0.23
CA-2015-123155,"First Class",3,1.06
CA-2015-123155,"First Class",3,1.06
CA-2017-123701,"First Class",3,1.06
CA-2016-127649,"First Class",2,-0.23
CA-2016-123526,"First Class",1,-1.53
CA-2015-109736,"First Class",1,-1.53
CA-2017-121643,"First Class",2,-0.23
CA-2017-138149,"First Class",1,-1.53
CA-2017-138149,"First Class",1,-1.53
CA-2017-138149,"First Class",1,-1.53
CA-2017-138149,"First Class",1,-1.53
CA-2016-158435,"First Class",1,-1.53
CA-2016-158435,"First Class",1,-1.53
CA-2016-158435,"First Class",1,-1.53
CA-2014-138681,"First Class",2,-0.23
CA-2014-138681,"First Class",2,-0.23
CA-2014-138681,"First Class",2,-0.23
CA-2014-138681,"First Class",2,-0.23
CA-2014-138681,"First Class",2,-0.23
CA-2017-168228,"First Class",2,-0.23
CA-2017-168228,"First Class",2,-0.23
CA-2017-168228,"First Class",2,-0.23
CA-2017-145219,"First Class",1,-1.53
CA-2017-145219,"First Class",1,-1.53
CA-2016-121993,"First Class",2,-0.23
CA-2016-120250,"First Class",3,1.06
CA-2014-110219,"First Class",3,1.06
CA-2015-130218,"First Class",3,1.06
CA-2015-130218,"First Class",3,1.06
US-2017-107636,"First Class",2,-0.23
CA-2017-113474,"First Class",1,-1.53
CA-2016-118759,"First Class",3,1.06
CA-2016-118759,"First Class",3,1.06
CA-2016-145240,"First Class",2,-0.23
CA-2016-118969,"First Class",1,-1.53
US-2017-125717,"First Class",3,1.06
US-2017-125717,"First Class",3,1.06
US-2017-125717,"First Class",3,1.06
US-2017-125717,"First Class",3,1.06
US-2017-125717,"First Class",3,1.06
US-2017-125717,"First Class",3,1.06
CA-2016-147137,"First Class",2,-0.23
CA-2016-147137,"First Class",2,-0.23
CA-2016-147137,"First Class",2,-0.23
CA-2017-159464,"First Class",1,-1.53
CA-2017-159464,"First Class",1,-1.53
CA-2017-159464,"First Class",1,-1.53
CA-2017-159464,"First Class",1,-1.53
CA-2017-159464,"First Class",1,-1.53
CA-2014-130624,"First Class",3,1.06
CA-2014-130624,"First Class",3,1.06
CA-2014-130624,"First Class",3,1.06
CA-2014-127936,"First Class",2,-0.23
CA-2016-114538,"First Class",1,-1.53
CA-2017-111556,"First Class",2,-0.23
CA-2017-111556,"First Class",2,-0.23
CA-2017-111556,"First Class",2,-0.23
CA-2017-111556,"First Class",2,-0.23
CA-2016-127642,"First Class",2,-0.23
CA-2017-105410,"First Class",3,1.06
CA-2017-105410,"First Class",3,1.06
CA-2017-105410,"First Class",3,1.06
CA-2017-105410,"First Class",3,1.06
CA-2016-153346,"First Class",2,-0.23
CA-2016-153346,"First Class",2,-0.23
CA-2014-103100,"First Class",3,1.06
CA-2014-103100,"First Class",3,1.06
CA-2016-124793,"First Class",2,-0.23
CA-2017-163160,"First Class",3,1.06
CA-2017-163160,"First Class",3,1.06
CA-2017-163160,"First Class",3,1.06
CA-2016-159142,"First Class",1,-1.53
CA-2017-147144,"First Class",2,-0.23
CA-2014-168823,"First Class",3,1.06
CA-2014-168823,"First Class",3,1.06
CA-2016-113803,"First Class",2,-0.23
CA-2017-149881,"First Class",2,-0.23
CA-2017-149881,"First Class",2,-0.23
CA-2016-111493,"First Class",1,-1.53
CA-2016-143749,"First Class",2,-0.23
CA-2015-154340,"First Class",1,-1.53
CA-2015-100216,"First Class",1,-1.53
CA-2015-100216,"First Class",1,-1.53
CA-2014-157924,"First Class",2,-0.23
CA-2014-157924,"First Class",2,-0.23
US-2017-106131,"First Class",2,-0.23
US-2017-106131,"First Class",2,-0.23
CA-2017-127313,"First Class",3,1.06
CA-2017-127313,"First Class",3,1.06
CA-2016-117226,"First Class",2,-0.23
CA-2017-156769,"First Class",3,1.06
CA-2016-163573,"First Class",3,1.06
CA-2017-166576,"First Class",2,-0.23
CA-2017-163692,"First Class",2,-0.23
CA-2015-165414,"First Class",3,1.06
US-2015-164308,"First Class",3,1.06
CA-2016-145303,"First Class",3,1.06
CA-2016-145303,"First Class",3,1.06
CA-2016-145303,"First Class",3,1.06
US-2014-130358,"First Class",3,1.06
US-2014-130358,"First Class",3,1.06
US-2015-138716,"First Class",3,1.06
US-2015-166520,"First Class",3,1.06
US-2015-166520,"First Class",3,1.06
CA-2017-139311,"First Class",2,-0.23
CA-2017-139311,"First Class",2,-0.23
CA-2017-139311,"First Class",2,-0.23
CA-2017-130764,"First Class",1,-1.53
CA-2017-130764,"First Class",1,-1.53
CA-2017-100811,"First Class",3,1.06
CA-2017-100811,"First Class",3,1.06
US-2016-116400,"First Class",2,-0.23
CA-2016-146010,"First Class",3,1.06
CA-2017-134838,"First Class",1,-1.53
CA-2017-134838,"First Class",1,-1.53
CA-2016-162082,"First Class",3,1.06
CA-2016-162082,"First Class",3,1.06
CA-2016-162082,"First Class",3,1.06
CA-2017-126788,"First Class",1,-1.53
CA-2017-157980,"First Class",2,-0.23
CA-2014-151001,"First Class",2,-0.23
CA-2014-151001,"First Class",2,-0.23
CA-2017-130526,"First Class",3,1.06
CA-2017-161053,"First Class",1,-1.53
CA-2017-161053,"First Class",1,-1.53
CA-2014-101931,"First Class",3,1.06
CA-2014-101931,"First Class",3,1.06
CA-2014-101931,"First Class",3,1.06
CA-2014-101931,"First Class",3,1.06
CA-2014-101931,"First Class",3,1.06
CA-2017-147760,"First Class",1,-1.53
CA-2017-147760,"First Class",1,-1.53
CA-2017-121314,"First Class",3,1.06
CA-2015-111325,"First Class",1,-1.53
CA-2016-116799,"First Class",3,1.06
CA-2017-127264,"First Class",2,-0.23
CA-2017-166198,"First Class",3,1.06
CA-2017-166198,"First Class",3,1.06
CA-2017-113670,"First Class",2,-0.23
CA-2017-113670,"First Class",2,-0.23
CA-2017-112529,"First Class",2,-0.23
CA-2017-112529,"First Class",2,-0.23
CA-2017-158729,"First Class",2,-0.23
CA-2016-130029,"First Class",3,1.06
CA-2016-130029,"First Class",3,1.06
CA-2017-155292,"First Class",2,-0.23
CA-2017-155292,"First Class",2,-0.23
CA-2017-155292,"First Class",2,-0.23
CA-2017-155292,"First Class",2,-0.23
CA-2016-157511,"First Class",2,-0.23
CA-2016-157511,"First Class",2,-0.23
CA-2016-157511,"First Class",2,-0.23
CA-2015-124975,"First Class",3,1.06
US-2016-113649,"First Class",3,1.06
US-2016-113649,"First Class",3,1.06
US-2016-113649,"First Class",3,1.06
CA-2017-140326,"First Class",2,-0.23
CA-2017-140326,"First Class",2,-0.23
CA-2017-140326,"First Class",2,-0.23
CA-2014-124688,"First Class",2,-0.23
CA-2014-124688,"First Class",2,-0.23
CA-2014-124688,"First Class",2,-0.23
CA-2014-124023,"First Class",3,1.06
CA-2016-144911,"First Class",3,1.06
CA-2016-144911,"First Class",3,1.06
CA-2017-136448,"First Class",2,-0.23
CA-2017-136448,"First Class",2,-0.23
CA-2017-136448,"First Class",2,-0.23
CA-2017-136448,"First Class",2,-0.23
CA-2017-136448,"First Class",2,-0.23
CA-2016-158869,"First Class",1,-1.53
US-2015-100531,"First Class",2,-0.23
US-2015-100531,"First Class",2,-0.23
CA-2017-148264,"First Class",1,-1.53
CA-2017-148264,"First Class",1,-1.53
CA-2017-148264,"First Class",1,-1.53
CA-2015-129700,"First Class",1,-1.53
CA-2014-105340,"First Class",3,1.06
US-2017-162208,"First Class",3,1.06
CA-2017-103156,"First Class",1,-1.53
CA-2016-100671,"First Class",3,1.06
CA-2014-115161,"First Class",2,-0.23
CA-2017-154732,"First Class",2,-0.23
US-2017-109253,"First Class",1,-1.53
US-2017-109253,"First Class",1,-1.53
US-2017-109253,"First Class",1,-1.53
US-2017-109253,"First Class",1,-1.53
US-2017-109253,"First Class",1,-1.53
US-2017-109253,"First Class",1,-1.53
US-2017-109253,"First Class",1,-1.53
CA-2017-113418,"First Class",2,-0.23
CA-2014-138023,"First Class",3,1.06
CA-2015-157770,"First Class",2,-0.23
CA-2015-157770,"First Class",2,-0.23
CA-2015-157770,"First Class",2,-0.23
CA-2015-157770,"First Class",2,-0.23
CA-2014-140662,"First Class",2,-0.23
CA-2014-140662,"First Class",2,-0.23
CA-2014-140662,"First Class",2,-0.23
CA-2014-151554,"First Class",1,-1.53
CA-2017-119389,"First Class",2,-0.23
US-2016-140809,"First Class",2,-0.23
CA-2016-138933,"First Class",3,1.06
CA-2014-108189,"First Class",3,1.06
CA-2014-108189,"First Class",3,1.06
CA-2014-108189,"First Class",3,1.06
CA-2014-108189,"First Class",3,1.06
CA-2014-108189,"First Class",3,1.06
CA-2014-108189,"First Class",3,1.06
CA-2017-150189,"First Class",2,-0.23
CA-2014-165428,"First Class",3,1.06
CA-2014-165428,"First Class",3,1.06
CA-2014-123498,"First Class",2,-0.23
CA-2014-123498,"First Class",2,-0.23
CA-2016-146682,"First Class",2,-0.23
US-2016-162677,"First Class",1,-1.53
US-2016-162677,"First Class",1,-1.53
CA-2015-147830,"First Class",3,1.06
CA-2015-147830,"First Class",3,1.06
CA-2015-147830,"First Class",3,1.06
CA-2015-147830,"First Class",3,1.06
CA-2016-120558,"First Class",3,1.06
CA-2015-112557,"First Class",3,1.06
CA-2014-107916,"First Class",2,-0.23
CA-2014-107916,"First Class",2,-0.23
CA-2014-136399,"First Class",1,-1.53
CA-2014-136399,"First Class",1,-1.53
CA-2014-136399,"First Class",1,-1.53
CA-2014-136399,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2015-121720,"First Class",1,-1.53
CA-2017-101182,"First Class",1,-1.53
CA-2017-101182,"First Class",1,-1.53
CA-2016-125206,"First Class",2,-0.23
CA-2015-145184,"First Class",2,-0.23
CA-2015-145184,"First Class",2,-0.23
CA-2017-121419,"First Class",2,-0.23
CA-2017-121419,"First Class",2,-0.23
CA-2016-124772,"First Class",1,-1.53
CA-2017-116519,"First Class",2,-0.23
CA-2016-131499,"First Class",2,-0.23
CA-2016-166443,"First Class",1,-1.53
CA-2014-157721,"First Class",3,1.06
CA-2014-157721,"First Class",3,1.06
CA-2017-155047,"First Class",3,1.06
CA-2017-102099,"First Class",1,-1.53
CA-2017-102099,"First Class",1,-1.53
CA-2017-102099,"First Class",1,-1.53
US-2017-102638,"First Class",2,-0.23
CA-2016-128594,"First Class",3,1.06
US-2016-128293,"First Class",3,1.06
CA-2017-138163,"First Class",3,1.06
CA-2016-147368,"First Class",3,1.06
CA-2016-124149,"First Class",3,1.06
CA-2016-124149,"First Class",3,1.06
CA-2016-124149,"First Class",3,1.06
CA-2017-131016,"First Class",2,-0.23
CA-2017-131016,"First Class",2,-0.23
CA-2016-160500,"First Class",3,1.06
CA-2016-160500,"First Class",3,1.06
US-2015-110163,"First Class",3,1.06
CA-2016-153318,"First Class",3,1.06
CA-2014-125514,"First Class",1,-1.53
CA-2014-125514,"First Class",1,-1.53
CA-2014-125514,"First Class",1,-1.53
CA-2015-149972,"First Class",2,-0.23
CA-2015-149972,"First Class",2,-0.23
CA-2017-167668,"First Class",2,-0.23
CA-2017-158967,"First Class",2,-0.23
CA-2017-167752,"First Class",3,1.06
CA-2017-167752,"First Class",3,1.06
CA-2017-126536,"First Class",2,-0.23
CA-2017-126536,"First Class",2,-0.23
CA-2014-129574,"First Class",3,1.06
CA-2017-122707,"First Class",2,-0.23
CA-2017-122707,"First Class",2,-0.23
CA-2017-119193,"First Class",2,-0.23
CA-2017-119193,"First Class",2,-0.23
CA-2017-132430,"First Class",2,-0.23
CA-2016-161662,"First Class",2,-0.23
CA-2014-123064,"First Class",2,-0.23
CA-2015-153220,"First Class",2,-0.23
US-2016-128195,"First Class",1,-1.53
CA-2016-164784,"First Class",3,1.06
CA-2016-164784,"First Class",3,1.06
CA-2016-164784,"First Class",3,1.06
CA-2017-159604,"First Class",1,-1.53
CA-2016-124051,"First Class",1,-1.53
US-2017-165344,"First Class",2,-0.23
US-2017-165344,"First Class",2,-0.23
US-2017-165344,"First Class",2,-0.23
CA-2017-127180,"First Class",2,-0.23
CA-2017-127180,"First Class",2,-0.23
CA-2017-127180,"First Class",2,-0.23
CA-2017-127180,"First Class",2,-0.23
CA-2017-109589,"First Class",3,1.06
CA-2015-143238,"First Class",2,-0.23
CA-2015-102722,"First Class",1,-1.53
CA-2017-131618,"First Class",3,1.06
CA-2017-131618,"First Class",3,1.06
US-2017-133781,"First Class",1,-1.53
CA-2016-114972,"First Class",3,1.06
CA-2016-114972,"First Class",3,1.06
CA-2016-114972,"First Class",3,1.06
CA-2016-114972,"First Class",3,1.06
CA-2015-154746,"First Class",3,1.06
CA-2015-154746,"First Class",3,1.06
CA-2017-155985,"First Class",2,-0.23
CA-2015-145065,"First Class",3,1.06
CA-2015-145065,"First Class",3,1.06
US-2017-117534,"First Class",1,-1.53
US-2017-117534,"First Class",1,-1.53
US-2017-117534,"First Class",1,-1.53
US-2017-117534,"First Class",1,-1.53
US-2017-117534,"First Class",1,-1.53
CA-2017-123659,"First Class",3,1.06
CA-2015-111514,"First Class",2,-0.23
CA-2015-111514,"First Class",2,-0.23
CA-2015-111514,"First Class",2,-0.23
CA-2015-111514,"First Class",2,-0.23
US-2014-143231,"First Class",3,1.06
US-2014-143231,"First Class",3,1.06
CA-2017-138422,"First Class",3,1.06
CA-2015-117828,"First Class",3,1.06
US-2017-120418,"First Class",1,-1.53
US-2017-120418,"First Class",1,-1.53
US-2017-120418,"First Class",1,-1.53
US-2017-120418,"First Class",1,-1.53
US-2017-120418,"First Class",1,-1.53
CA-2015-160794,"First Class",2,-0.23
CA-2016-115574,"First Class",1,-1.53
CA-2017-115154,"First Class",3,1.06
CA-2017-143343,"First Class",3,1.06
CA-2016-112676,"First Class",3,1.06
CA-2016-132143,"First Class",2,-0.23
CA-2017-142622,"First Class",3,1.06
CA-2017-142622,"First Class",3,1.06
CA-2017-142622,"First Class",3,1.06
CA-2017-122994,"First Class",3,1.06
CA-2017-105214,"First Class",3,1.06
CA-2015-169201,"First Class",3,1.06
CA-2015-169201,"First Class",3,1.06
CA-2017-129378,"First Class",1,-1.53
CA-2017-129378,"First Class",1,-1.53
CA-2017-129378,"First Class",1,-1.53
CA-2017-129378,"First Class",1,-1.53
CA-2016-162313,"First Class",3,1.06
CA-2014-152296,"First Class",2,-0.23
CA-2014-124646,"First Class",2,-0.23
CA-2014-124646,"First Class",2,-0.23
CA-2017-158246,"First Class",2,-0.23
CA-2017-155460,"First Class",2,-0.23
CA-2017-155460,"First Class",2,-0.23
CA-2017-140676,"First Class",3,1.06
CA-2017-140676,"First Class",3,1.06
CA-2017-140676,"First Class",3,1.06
CA-2017-120376,"First Class",3,1.06
CA-2017-120376,"First Class",3,1.06
CA-2017-120376,"First Class",3,1.06
CA-2017-120376,"First Class",3,1.06
CA-2015-142237,"First Class",2,-0.23
CA-2015-142237,"First Class",2,-0.23
CA-2015-142237,"First Class",2,-0.23
CA-2015-142237,"First Class",2,-0.23
CA-2015-142237,"First Class",2,-0.23
CA-2015-142237,"First Class",2,-0.23
CA-2015-114237,"First Class",2,-0.23
CA-2016-168354,"First Class",2,-0.23
CA-2016-168354,"First Class",2,-0.23
CA-2016-168354,"First Class",2,-0.23
CA-2017-165386,"First Class",1,-1.53
CA-2014-131905,"First Class",3,1.06
CA-2014-131905,"First Class",3,1.06
CA-2014-131905,"First Class",3,1.06
CA-2016-147417,"First Class",2,-0.23
CA-2017-144064,"First Class",3,1.06
CA-2017-144064,"First Class",3,1.06
CA-2017-144064,"First Class",3,1.06
CA-2017-121538,"First Class",3,1.06
US-2017-111423,"First Class",2,-0.23
US-2017-111423,"First Class",2,-0.23
CA-2014-103366,"First Class",2,-0.23
CA-2015-157959,"First Class",1,-1.53
CA-2017-154410,"First Class",3,1.06
CA-2017-167094,"First Class",1,-1.53
CA-2017-167094,"First Class",1,-1.53
CA-2017-167094,"First Class",1,-1.53
CA-2017-141789,"First Class",3,1.06
US-2017-108063,"First Class",3,1.06
CA-2014-142587,"First Class",1,-1.53
CA-2014-142587,"First Class",1,-1.53
CA-2014-140165,"First Class",2,-0.23
CA-2014-140165,"First Class",2,-0.23
CA-2017-118857,"First Class",3,1.06
US-2017-121251,"First Class",1,-1.53
US-2017-121251,"First Class",1,-1.53
CA-2015-121608,"First Class",2,-0.23
CA-2015-121608,"First Class",2,-0.23
CA-2014-141278,"First Class",3,1.06
CA-2016-164938,"First Class",2,-0.23
US-2016-116729,"First Class",3,1.06
US-2016-116729,"First Class",3,1.06
US-2016-116729,"First Class",3,1.06
US-2017-139465,"First Class",3,1.06
US-2017-139465,"First Class",3,1.06
US-2017-139465,"First Class",3,1.06
CA-2014-120474,"First Class",2,-0.23
CA-2014-120474,"First Class",2,-0.23
US-2015-107349,"First Class",2,-0.23
CA-2017-116715,"First Class",3,1.06
CA-2017-116715,"First Class",3,1.06
CA-2017-116715,"First Class",3,1.06
CA-2017-168837,"First Class",3,1.06
CA-2014-133270,"First Class",3,1.06
CA-2015-127453,"First Class",1,-1.53
CA-2015-127453,"First Class",1,-1.53
CA-2015-127453,"First Class",1,-1.53
CA-2017-143798,"First Class",2,-0.23
CA-2017-143798,"First Class",2,-0.23
CA-2017-149489,"First Class",3,1.06
CA-2017-149489,"First Class",3,1.06
CA-2017-149489,"First Class",3,1.06
CA-2015-150560,"First Class",1,-1.53
CA-2016-107615,"First Class",3,1.06
CA-2014-127159,"First Class",3,1.06
US-2017-132444,"First Class",3,1.06
US-2017-132444,"First Class",3,1.06
US-2017-132444,"First Class",3,1.06
US-2017-132444,"First Class",3,1.06
US-2017-132444,"First Class",3,1.06
CA-2015-105221,"First Class",2,-0.23
CA-2015-105221,"First Class",2,-0.23
CA-2015-111829,"First Class",1,-1.53
CA-2015-111829,"First Class",1,-1.53
CA-2015-111829,"First Class",1,-1.53
CA-2017-132234,"First Class",2,-0.23
CA-2015-118423,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2015-131338,"First Class",3,1.06
CA-2016-102456,"First Class",3,1.06
CA-2014-101602,"First Class",3,1.06
CA-2014-101602,"First Class",3,1.06
US-2014-157385,"First Class",2,-0.23
US-2014-157385,"First Class",2,-0.23
US-2014-157385,"First Class",2,-0.23
US-2014-157385,"First Class",2,-0.23
CA-2015-129112,"First Class",1,-1.53
CA-2015-129112,"First Class",1,-1.53
CA-2017-107293,"First Class",1,-1.53
CA-2014-130274,"First Class",2,-0.23
CA-2014-134278,"First Class",2,-0.23
CA-2017-103611,"First Class",3,1.06
CA-2016-141586,"First Class",3,1.06
CA-2017-121468,"First Class",1,-1.53
US-2016-104794,"First Class",3,1.06
CA-2016-152289,"First Class",2,-0.23
CA-2016-152289,"First Class",2,-0.23
CA-2016-133711,"First Class",3,1.06
CA-2016-133711,"First Class",3,1.06
CA-2016-133711,"First Class",3,1.06
CA-2016-133711,"First Class",3,1.06
US-2015-160150,"First Class",1,-1.53
US-2014-112564,"First Class",1,-1.53
CA-2017-102337,"First Class",3,1.06
CA-2017-102337,"First Class",3,1.06
CA-2017-117695,"First Class",3,1.06
CA-2015-126697,"First Class",3,1.06
CA-2015-126697,"First Class",3,1.06
CA-2015-126697,"First Class",3,1.06
US-2014-118486,"First Class",2,-0.23
US-2014-118486,"First Class",2,-0.23
US-2014-118486,"First Class",2,-0.23
CA-2016-124485,"First Class",2,-0.23
CA-2016-124485,"First Class",2,-0.23
CA-2016-124485,"First Class",2,-0.23
CA-2016-124485,"First Class",2,-0.23
CA-2017-124828,"First Class",1,-1.53
CA-2017-133249,"First Class",3,1.06
US-2017-155425,"First Class",1,-1.53
US-2017-155425,"First Class",1,-1.53
US-2017-155425,"First Class",1,-1.53
US-2017-155425,"First Class",1,-1.53
US-2017-155425,"First Class",1,-1.53
CA-2017-160045,"First Class",1,-1.53
CA-2016-145247,"First Class",2,-0.23
CA-2016-162901,"First Class",3,1.06
CA-2017-113481,"First Class",2,-0.23
CA-2017-113481,"First Class",2,-0.23
CA-2016-128258,"First Class",2,-0.23
US-2014-117058,"First Class",3,1.06
CA-2017-162635,"First Class",1,-1.53
CA-2016-141397,"First Class",1,-1.53
CA-2016-141397,"First Class",1,-1.53
CA-2016-141397,"First Class",1,-1.53
CA-2016-141397,"First Class",1,-1.53
CA-2016-141397,"First Class",1,-1.53
CA-2015-121391,"First Class",3,1.06
CA-2016-163384,"First Class",2,-0.23
CA-2016-163384,"First Class",2,-0.23
CA-2017-122154,"First Class",2,-0.23
CA-2017-122154,"First Class",2,-0.23
CA-2017-122154,"First Class",2,-0.23
CA-2016-160815,"First Class",1,-1.53
CA-2014-163293,"First Class",3,1.06
CA-2014-163293,"First Class",3,1.06
CA-2016-155992,"First Class",1,-1.53
CA-2016-155992,"First Class",1,-1.53
CA-2016-153682,"First Class",2,-0.23
CA-2016-126004,"First Class",1,-1.53
CA-2016-126004,"First Class",1,-1.53
CA-2016-126004,"First Class",1,-1.53
CA-2016-126004,"First Class",1,-1.53
CA-2016-126004,"First Class",1,-1.53
CA-2017-133235,"First Class",3,1.06
CA-2017-138779,"First Class",1,-1.53
CA-2017-138779,"First Class",1,-1.53
CA-2014-136567,"First Class",1,-1.53
CA-2014-136567,"First Class",1,-1.53
CA-2014-136567,"First Class",1,-1.53
CA-2014-136567,"First Class",1,-1.53
US-2016-114776,"First Class",1,-1.53
CA-2016-107216,"First Class",3,1.06
CA-2016-107216,"First Class",3,1.06
CA-2016-107216,"First Class",3,1.06
CA-2016-107216,"First Class",3,1.06
CA-2014-159338,"First Class",3,1.06
CA-2016-161781,"First Class",1,-1.53
CA-2016-157686,"First Class",1,-1.53
US-2015-153500,"First Class",2,-0.23
US-2015-153500,"First Class",2,-0.23
US-2015-153500,"First Class",2,-0.23
CA-2017-115651,"First Class",3,1.06
CA-2017-115651,"First Class",3,1.06
CA-2017-121818,"First Class",1,-1.53
CA-2017-121818,"First Class",1,-1.53
CA-2015-127418,"First Class",1,-1.53
CA-2016-109820,"First Class",2,-0.23
CA-2016-109820,"First Class",2,-0.23
CA-2016-109820,"First Class",2,-0.23
CA-2017-106964,"First Class",3,1.06
CA-2017-135034,"First Class",2,-0.23
CA-2015-105312,"First Class",3,1.06
CA-2015-105312,"First Class",3,1.06
CA-2016-105585,"First Class",1,-1.53
CA-2016-105585,"First Class",1,-1.53
CA-2016-110023,"First Class",2,-0.23
CA-2015-157035,"First Class",3,1.06
CA-2016-145499,"First Class",1,-1.53
CA-2017-159366,"First Class",3,1.06
CA-2017-135279,"First Class",2,-0.23
CA-2017-135279,"First Class",2,-0.23
CA-2017-135279,"First Class",2,-0.23
CA-2017-135279,"First Class",2,-0.23
CA-2017-135279,"First Class",2,-0.23
CA-2017-135279,"First Class",2,-0.23
CA-2016-120859,"First Class",3,1.06
US-2015-140200,"First Class",2,-0.23
